Order ID,Customer ID,Item,Price,Quantity,Order Total,Order Date,Item_Encoded,Category_Drinks,Category_Main Dishes,Category_Side Dishes,Category_Starters,Payment Method_Credit Card,Payment Method_Digital Wallet
ORD_725746,CUST_091,Water,1,3,3,12/24/2022,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_970578,CUST_009,Side Salad,3,3,9,6/7/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_101609,CUST_075,Cheesecake,7,2,14,12/11/2022,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_745245,CUST_024,Side Salad,3,2,6,9/19/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_715442,CUST_062,Mashed Potatoes,4,1,4,10/20/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_165688,CUST_070,Orange Juice,3,2,6,5/5/2022,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_376371,CUST_075,French Fries,4,5,20,6/2/2023,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_773976,CUST_089,Chocolate Cake,6,3,18,12/5/2022,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_966230,CUST_034,Grilled Chicken,15,1,15,7/6/2022,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_298658,CUST_096,Salmon,18,1,18,3/26/2022,20,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_263102,CUST_020,Pasta Alfredo,14,5,70,12/10/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_592163,CUST_098,Beef Chili,7,1,7,8/1/2022,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_405391,CUST_090,French Fries,4,3,12,10/1/2023,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_145061,CUST_098,Pasta Alfredo,4,5,20,6/12/2022,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_109843,CUST_047,Pasta Alfredo,6.586324889,3,12,8/22/2023,19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_999343,CUST_037,Water,1,1,1,9/1/2023,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_749050,CUST_078,Lemonade,3,3,9,12/30/2023,14,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_196032,CUST_071,Onion Rings,5,1,5,3/4/2023,17,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_653714,CUST_069,Pasta Alfredo,12,1,12,12/9/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_929592,CUST_066,Grilled Vegetables,5,2,10,12/9/2022,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_243375,CUST_086,Pasta Alfredo,6.586324889,1,2.5,1/18/2023,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_771966,CUST_065,Steak,20,2,40,5/18/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_440412,CUST_091,Garlic Bread,4,1,4,9/26/2023,9,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_926839,CUST_025,Sweet Potato Fries,5,5,25,12/11/2022,23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_268561,CUST_040,Orange Juice,3,4,12,9/17/2023,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_505624,CUST_094,Onion Rings,5,3,15,10/24/2023,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_908757,CUST_042,Sweet Potato Fries,5,1,5,1/13/2022,23,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_545003,CUST_071,Onion Rings,5,2,10,2/25/2022,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_862145,CUST_069,Grilled Vegetables,5,5,25,12/28/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_131567,CUST_018,Cheesecake,7,2,14,5/8/2022,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_144391,CUST_084,Beef Chili,7,2,14,2/16/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_388579,CUST_068,Fruit Salad,4,5,20,6/8/2023,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_180452,CUST_093,Cheese Fries,5,2,10,5/19/2022,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_233427,CUST_024,Chocolate Cake,6,3,18,7/5/2022,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_125516,CUST_031,Cheese Fries,5,5,25,12/17/2023,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_536751,CUST_052,Grilled Vegetables,5,1,5,9/23/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_188439,CUST_091,Ice Cream,5,1,5,1/1/2023,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_413477,CUST_023,Pasta Alfredo,5,3,15,12/13/2023,19,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_217120,CUST_059,Fruit Salad,4,3,12,1/29/2023,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_224512,CUST_022,Ice Cream,5,4,20,4/28/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_662537,CUST_035,Pasta Alfredo,7,3,21,2/8/2022,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_638976,CUST_047,French Fries,4,3,12,12/23/2022,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_648274,CUST_082,Iced Tea,2.5,2,5,6/1/2022,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_557027,CUST_044,Chicken Melt,8,2,16,1/22/2023,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_853000,CUST_100,Side Salad,3,2,6,7/28/2023,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_924739,CUST_025,Brownie,6,4,24,1/1/2022,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_459043,CUST_066,Mashed Potatoes,4,3,12,7/18/2023,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_824027,CUST_048,Iced Tea,2.5,3,7.5,1/14/2022,13,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_118585,CUST_060,Steak,20,3,60,6/13/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_438428,CUST_091,Ice Cream,5,5,25,11/2/2022,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_980839,CUST_021,Steak,20,2,40,11/6/2023,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_629092,CUST_044,Side Salad,3,5,15,4/13/2023,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_575346,CUST_019,Cheesecake,7,1,7,3/3/2023,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_982114,CUST_004,Beef Chili,7,4,28,9/12/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_310849,CUST_035,Pasta Alfredo,12,5,60,9/6/2023,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_630480,CUST_079,French Fries,4,5,20,6/11/2022,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_204535,CUST_015,Iced Tea,2.5,3,7.5,6/9/2022,13,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_665645,CUST_081,Chicken Melt,8,2,16,1/8/2022,4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_563146,CUST_048,Lemonade,3,4,12,5/25/2023,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_452665,CUST_041,Orange Juice,3,4,12,3/18/2023,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_218858,CUST_084,French Fries,4,1,4,9/24/2022,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_867186,CUST_058,Onion Rings,5,3,15,11/12/2022,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_859171,CUST_084,Pasta Alfredo,1,4,4,11/5/2023,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_988886,CUST_066,Vegetarian Platter,14,3,42,1/17/2023,24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_323440,CUST_017,Grilled Chicken,15,2,30,3/23/2023,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_754434,CUST_003,Sweet Potato Fries,5,5,25,9/29/2022,23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_992646,CUST_026,Pasta Alfredo,1,4,4,12/10/2022,19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_778563,CUST_065,French Fries,4,3,12,1/30/2022,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_518258,CUST_093,Water,1,3,3,7/2/2023,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_839984,CUST_033,Mashed Potatoes,4,1,4,7/29/2023,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_151065,CUST_023,Steak,20,1,20,11/11/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_301938,CUST_082,Mashed Potatoes,4,1,4,5/9/2023,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_982351,CUST_073,Sweet Potato Fries,5,4,20,2/26/2022,23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_674650,CUST_052,Pasta Alfredo,6.586324889,2,10,3/14/2023,19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_811461,CUST_099,Pasta Alfredo,6.586324889,3,15,5/10/2022,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_167741,CUST_007,Mashed Potatoes,4,2,8,4/14/2023,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_574165,CUST_020,Orange Juice,3,1,3,8/7/2022,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_470140,CUST_028,Onion Rings,5,4,20,10/8/2022,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_151370,CUST_092,Lemonade,3,2,6,7/8/2022,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_945084,CUST_066,Lemonade,3,4,12,6/13/2022,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_205234,CUST_082,Grilled Chicken,15,5,75,4/23/2022,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_232789,CUST_002,French Fries,4,3,12,1/20/2022,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_120996,CUST_008,Grilled Chicken,15,3,45,10/18/2022,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_966283,CUST_025,Fruit Salad,4,4,16,4/3/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_823539,CUST_059,Water,1,5,5,5/19/2022,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_987768,CUST_097,Brownie,6,4,24,2/22/2023,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_966994,CUST_037,Cheese Fries,5,5,25,3/15/2023,2,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_496457,CUST_075,Mashed Potatoes,4,5,20,1/29/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_164009,CUST_093,Chocolate Cake,6,2,12,10/25/2022,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_990483,CUST_037,Water,1,3,3,8/18/2022,25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_886363,CUST_001,Grilled Vegetables,5,2,10,12/9/2023,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_603296,CUST_005,Mashed Potatoes,4,4,16,2/8/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_239733,CUST_055,Grilled Vegetables,5,1,5,5/27/2023,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_168713,CUST_021,Water,1,2,2,1/29/2022,25,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_657007,CUST_062,French Fries,4,1,4,1/17/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_263489,CUST_098,Grilled Vegetables,5,1,5,3/10/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_695907,CUST_014,Side Salad,3,3,9,6/19/2023,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_746881,CUST_097,Fruit Salad,4,2,8,12/19/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_786561,CUST_072,Steak,20,3,60,5/20/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_441754,CUST_037,Grilled Vegetables,5,2,10,9/3/2022,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_561253,CUST_062,Sweet Potato Fries,5,5,25,11/17/2022,23,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_791679,CUST_001,Cheesecake,7,5,35,1/13/2022,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_192627,CUST_031,Mashed Potatoes,4,3,12,4/10/2023,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_117091,CUST_088,Grilled Chicken,15,5,75,3/19/2023,10,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_798375,CUST_015,Coca Cola,2.5,3,7.5,3/30/2022,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_950417,CUST_011,Brownie,6,4,24,2/9/2022,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_919061,CUST_087,Salmon,18,3,54,1/20/2022,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_945644,CUST_035,Grilled Vegetables,5,5,25,11/5/2022,11,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_468557,CUST_059,Chocolate Cake,6,4,24,4/18/2022,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_262849,CUST_095,Pasta Alfredo,6.586324889,4,12,7/2/2023,19,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_499627,CUST_008,Pasta Alfredo,3,3,9,12/17/2023,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_954694,CUST_017,Fruit Salad,4,3,12,4/19/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_187514,CUST_087,Ice Cream,5,2,10,11/19/2022,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_897120,CUST_059,Ice Cream,5,3,15,11/3/2023,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_576763,CUST_026,Coca Cola,2.5,1,2.5,5/20/2022,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_433879,CUST_038,Ice Cream,5,3,15,12/10/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_967560,CUST_014,Ice Cream,5,2,10,6/16/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_699647,CUST_043,Fruit Salad,4,1,4,6/13/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_193138,CUST_028,Steak,20,5,100,12/19/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_796937,CUST_005,Onion Rings,5,5,25,8/3/2022,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_697296,CUST_091,Orange Juice,3,3,9,4/16/2023,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_164314,CUST_084,Side Salad,3,1,3,7/22/2023,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_637726,CUST_010,Onion Rings,5,4,20,10/11/2023,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_706118,CUST_008,Onion Rings,5,5,25,10/12/2022,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_773534,CUST_056,Pasta Alfredo,6.586324889,3.014148737,19.91449369,7/18/2022,19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_840709,CUST_058,Grilled Chicken,15,4,60,7/17/2023,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_397357,CUST_035,Pasta Alfredo,12,3,36,9/11/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_192041,CUST_088,French Fries,4,4,16,2/8/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_547050,CUST_097,Brownie,6,2,12,1/23/2023,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_744670,CUST_072,Grilled Chicken,15,3,45,5/2/2022,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_168045,CUST_054,Vegetarian Platter,14,4,56,3/4/2022,24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_958954,CUST_069,Fruit Salad,4,5,20,10/22/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_655296,CUST_089,Water,1,2,2,6/25/2022,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_362976,CUST_067,Pasta Alfredo,12,4,48,3/27/2023,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_242022,CUST_035,Fruit Salad,4,1,4,6/9/2023,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_816305,CUST_005,Pasta Alfredo,12,1,12,6/12/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_420642,CUST_052,Pasta Alfredo,4,3,12,4/26/2023,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_352620,CUST_060,Ice Cream,5,3,15,11/16/2022,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_534030,CUST_001,Grilled Vegetables,5,3,15,3/13/2023,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_628485,CUST_075,Steak,20,4,80,12/27/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_483468,CUST_069,Fruit Salad,4,3,12,10/30/2023,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_344292,CUST_067,Pasta Alfredo,6.586324889,5,15,8/7/2022,19,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_764289,CUST_038,Cheesecake,7,5,35,11/29/2022,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_872004,CUST_067,Vegetarian Platter,14,3,42,1/19/2023,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_324217,CUST_007,Salmon,18,1,18,8/23/2023,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_546466,CUST_075,Chocolate Cake,6,5,30,5/2/2023,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_238157,CUST_090,Side Salad,3,4,12,7/19/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_844812,CUST_092,Orange Juice,3,5,15,2/16/2023,18,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_432178,CUST_081,Pasta Alfredo,5,2,10,10/5/2023,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_597150,CUST_040,Onion Rings,5,5,25,8/30/2023,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_965710,CUST_004,Chocolate Cake,6,1,6,2/23/2022,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_615448,CUST_038,Pasta Alfredo,7,4,28,8/17/2023,19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_276186,CUST_039,Pasta Alfredo,3,5,15,2/3/2023,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_334875,CUST_097,Water,1,1,1,6/12/2023,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_374998,CUST_011,Pasta Alfredo,6.586324889,3.014148737,19.91449369,5/14/2022,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_211065,CUST_031,Pasta Alfredo,5,1,5,6/22/2023,19,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_950672,CUST_049,French Fries,4,4,16,2/19/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_765045,CUST_042,Vegetarian Platter,14,1,14,5/11/2023,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_449562,CUST_098,Coca Cola,2.5,2,5,1/9/2023,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_824194,CUST_060,Pasta Alfredo,12,5,60,11/2/2022,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_427485,CUST_013,Nachos Grande,10,3,30,3/9/2023,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_776424,CUST_098,Sweet Potato Fries,5,5,25,5/13/2023,23,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_265242,CUST_076,Salmon,18,1,18,2/21/2022,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_880561,CUST_055,Side Salad,3,2,6,11/23/2022,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_841876,CUST_040,Lemonade,3,3,9,9/5/2023,14,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_271956,CUST_046,Chocolate Cake,6,4,24,5/12/2023,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_208259,CUST_082,Iced Tea,2.5,5,12.5,4/21/2023,13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_374279,CUST_077,French Fries,4,2,8,3/23/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_356557,CUST_094,Vegetarian Platter,14,3,42,9/19/2023,24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_250601,CUST_065,Pasta Alfredo,6.586324889,3.014148737,19.91449369,7/11/2022,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_491648,CUST_077,Orange Juice,3,2,6,8/24/2022,18,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_262262,CUST_053,Fruit Salad,4,1,4,6/11/2022,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_859104,CUST_093,French Fries,4,2,8,12/31/2023,7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_474565,CUST_026,Brownie,6,3,18,4/29/2022,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_460067,CUST_097,Onion Rings,5,2,10,5/10/2022,17,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_752054,CUST_094,Beef Chili,7,4,28,3/26/2023,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
ORD_822031,CUST_004,Pasta Alfredo,6.586324889,3.014148737,19.91449369,12/3/2022,19,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_468523,CUST_084,Vegetarian Platter,14,5,70,5/6/2023,24,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_524437,CUST_092,Brownie,6,1,6,7/18/2023,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_686477,CUST_098,Cheese Fries,5,4,20,1/18/2023,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_519689,CUST_097,Steak,20,5,100,4/15/2022,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_126121,CUST_015,Cheese Fries,5,5,25,4/21/2023,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_643280,CUST_093,Vegetarian Platter,14,4,56,6/8/2023,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ORD_292117,CUST_007,Ice Cream,5,5,25,3/25/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ORD_983609,CUST_003,Water,1,5,5,8/31/2022,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_533482,CUST_012,Mashed Potatoes,4,3,12,2/23/2023,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_861981,CUST_003,Pasta Alfredo,12,1,12,7/11/2023,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_120537,CUST_055,Pasta Alfredo,6.586324889,1,1,7/20/2022,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_714766,CUST_042,Cheesecake,7,3,21,5/24/2023,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_231295,CUST_052,Mashed Potatoes,4,4,16,7/6/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_813797,CUST_053,Coca Cola,2.5,5,12.5,11/27/2022,6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_668267,CUST_028,Steak,20,3,60,6/30/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_797079,CUST_071,Side Salad,3,3,9,2/19/2023,21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
ORD_739085,CUST_024,Mashed Potatoes,4,1,4,10/31/2023,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_457548,CUST_012,Cheese Fries,5,1,5,8/28/2023,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
ORD_699343,CUST_093,French Fries,4,4,16,12/23/2022,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_689811,CUST_042,Nachos Grande,10,3,30,4/3/2023,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_779638,CUST_052,Orange Juice,3,2,6,3/1/2023,18,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_780310,CUST_063,Pasta Alfredo,12,3,36,11/20/2023,19,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
ORD_674000,CUST_044,Water,1,2,2,1/6/2023,25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_298616,CUST_011,Pasta Alfredo,6.586324889,4,4,6/13/2022,19,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_501983,CUST_087,Ice Cream,5,4,20,11/13/2022,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_186344,CUST_014,Steak,20,1,20,11/19/2023,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
ORD_379325,CUST_034,Mashed Potatoes,4,5,20,9/6/2022,15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ORD_369347,CUST_030,Side Salad,3,1,3,4/7/2023,21,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
ORD_158798,CUST_042,Iced Tea,2.5,2,5,12/13/2023,13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_569704,CUST_061,Brownie,6,1,6,11/14/2022,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
ORD_948422,CUST_092,Beef Chili,7,2,14,11/7/2023,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
ORD_326339,CUST_019,Ice Cream,5,3,15,10/9/2023,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
ORD_690554,CUST_039,Pasta Alfredo,6.586324889,3.014148737,19.91449369,12/25/2023,19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
